h_name,address,city,district,state,lat,lng
Shraddha Voluntary Blood Bank and Pathology Laboratory,"Halani Chamber, Zhala Road. Opp. Jay Saurashtra Cinema, Surendranagar",Surendranagar,Surendranagar,Gujarat,22.7251204,71.6369542
Laxmiben Khushalbhai Patel Blood Bank,"1st Floor, Janak Smarak Hospital, Kanpura, Tapi",Tapi,Tapi,Gujarat,21.1129752,73.4033375
Maliba Raktadan Kendra,"Bhaikaka Red Cross Bhavan, Vilasini K.Desai Arogya Sankul, Nr.Vanchetna Kakrapar By pass, Tadkuva (Vyara)",Vyara,Tapi,Gujarat,21.2996029,73.3664487
S.S.G.Hospital,"The Government Medical College and S.S.G. Hospital, Vadodara",Vadodara,Vadodara,Gujarat,22.3063874,73.1908466
Jamnabai General Hospital,Vadodara,Vadodara,Vadodara,Gujarat,22.300055,73.212295
"Medical Care Centre Trust, Shri Jalaram Blood Bank, Kashiben Gordhandas Patel Children Hospital","Jalaram Marg, Karelibaug, Vadodara",Vadodara,Vadodara,Gujarat,22.3107405,73.1977199
Suraktam Blood Bank (Run by Vadodara District AIDS Control Society),"G-7, Blue Chip, Nr.Stock Exchange, Sayajiganj, Vadodara",Vadodara,Vadodara,Gujarat,22.3094529,73.186587
Indu Voluntary Blood BankManage Indu Health Research Foundation Trust,"Vinraj Plaza, Third Floor, Opp:-Government Press Kothi, Vadodara",Vadodara,Vadodara,Gujarat,22.3040926,73.1935036
Bhailal Amin General Hospital Blood Bank,"Alembic Road, Vadodara",Vadodara,Vadodara,Gujarat,22.3250211,73.1631011
Dhiraj Blood BankDhiraj Hospital Managed By K. M. Shah Charitable Trust.,Vadodara,Vadodara,Vadodara,Gujarat,22.30731,73.181098
Kailash Cancer Hospital and Research Centre,"Muni. Seva Ashram, Goraj, Vadodara",Vadodara,Vadodara,Gujarat,22.293194,73.3472902
GMERS General Hospital,"Gotri Road, Valsad",Valsad,Valsad,Gujarat,20.6009595,72.9174497
"Shree Narhari Manav Kalyan Trust "" Narhari Hospital""",Narayan Bhavan,NA,NA,Gujarat,22.3182418,73.1883749
Lions Medical Research and Educational Charitable Trust Blood Bank,"Opp. Referral Hospital, Navsari",Navsari,Navsari,Gujarat,20.9467019,72.9520348
Valsad Raktdan Kendra,"R.N.C. Free Eye Hospital Compound , Opp:-Mamlatdar Office, Valsad",Navsari,Valsad,Gujarat,20.6095666,72.92912
Sardar Billadwala Pardi Peoples (S.B.P.P.) Co.op. Bank Foundation Blood Bank (Trustee of Manav Arogya Seva Kendra),"Jesal Co.op.Housing Society, Near Pardi Hospital, N.H. No.8, Killa-Pardi, Valsad",Pardi,Valsad,Gujarat,20.5168634,72.9512143
Smt.Puriben Popat Lakha Blood Bank(Jamnagar-Nana Mandha),"Lions Club Of Vapi Udyognagar Charitable Trust Sanchali Plot No.366/A, Prashant Park, Near Jain Temple, G.I.D.C. Vapi, Valsad",Vapi,Valsad,Gujarat,22.455075,70.0447288
"Nukem Blood Bank Haria L.G.Rotary Hospital, Rotary Charitable Trust Vapi","Plot No.363/1 & 364, Housing Sector,G.I.D.C. Valsad",Valsad,Valsad,Gujarat,20.3817201,72.9208105
"Surat Municipal Institute for Medical Education and Research, (SMIMER)",Umarwada,Surat,Surat,Gujarat,21.1957772,72.8458045
"Mafatben Uttamlal Pethani Voluntary Blood Bank, Bhagwan Mahavir Seva Samiti Sanchalit","Near Delhi Gate, Palanpur",Banaskantha,Banaskantha,Gujarat,24.1721621,72.4372801
Indian Medical Association (IMA),"Manasa Charitable Trust sanchalit C.M.K. & P.N.N. Voluntary Blood Bank, 1st floor, Vijay Complex, Mansa-Gandhinagar Highway, Manasa",Gandhinagar,Gandhinagar,Gujarat,23.4238803,72.6504187
General Hospital (ESIS) Blood Bank,Bapunagar,Ahmedabad,Ahmedabad,Gujarat,23.0271751,72.6253758
General Hospital Blood Bank,Palanpur,Banaskantha,Banaskantha,Gujarat,24.181036,72.433622
General Hospital,Ahwa,Ahwa,Dang,Gujarat,20.7615263,73.6892536
General Hospital,Morbi,Rajkot,Rajkot,Gujarat,22.331087,70.819874
General Hospital,Ambala City,Ambala,Ambala,Haryana,30.365932,76.792781
General Hospital,Narnaul,Narnaul,NA,Haryana,28.0455366,76.1153423
General Hospital,Gurgaon,Gurgaon,Gurgaon,Haryana,28.4436416,77.0127274
"General Hospital Blood Bank, Regional Blood Transfusion Centre","General Hospital, Karnal",Karnal,Karnal,Haryana,29.6953565,76.9938383
General Hospital Blood Bank,Sonipat,Sonipat,Sonipat,Haryana,28.9915213,77.0345491
General Hospital Blood Bank,Sirsa,Sirsa,Sirsa,Haryana,29.5365591,75.0221163
General Hospital Blood Bank,Bhiwani,Bhiwani,Bhiwani,Haryana,28.7985174,76.1334902
General Hospital Blood Bank Transfusion Center,"LNJP Hospital, Near Kurukshetra University",Kurukshetra,Kurukshetra,Haryana,29.9656034,76.8200695
General Hospital Blood Bank,"RBTC, B.K Hospital, Faridabad",Faridabad,Faridabad,Haryana,28.3926292,77.2986762
"Red Cross Blood Bank, Indian Red Cross Society","Red Cross Blood Bank, Blood Transfusion Services, G.T. Road",Panipat,Panipat,Haryana,29.3931277,76.9692603
Regional Blood Transfusion Service,"General Hospital, Hisar",Hisar,Hisar,Haryana,29.1491875,75.7216527
General Hospital Blood Bank,Jind,Jind,Jind,Haryana,29.3132886,76.3378287
Trauma Centre Blood Bank,"1st Floor, Trauma Centre, Mukund Lal General Hospital",Yamunanagar,Yamunanagar,Haryana,30.1400701,77.2999881
Nalwa Pathology and Microbiology Laboratory,"SCF-83, Commercial UE-1, Red Square market",Hisar,Hisar,Haryana,29.1571067,75.7223962
Command Hospital,"Chandi Mandir, Panchkula",Panchkula,Panchkula,Haryana,30.74174,76.883626
District Hospital,"Smt. Indira Gandhi Government Multispecilality,Sector-18, Kaithal",Kaithal,Kaithal,Haryana,29.7918923,76.4172594
Military Hospital,"Ambala Cantt, Ambala",Ambala,Ambala,Haryana,30.3560995,76.8355472
Escort Hospital,Faridabad,Faridabad,Faridabad,Haryana,28.3914917,77.3067935
General Hospital,"Sector-6, Panchkula",Panchkula,Panchkula,Haryana,30.7049758,76.8545986
Central Medical Centre,"Delhi Road, Hisar",Hisar,Hisar,Haryana,29.1408879,75.7341024
Nirmal Institute of Medical Science Blood Bank,"Opp. Civil Hospital, Karnal",Karnal,Karnal,Haryana,29.6856929,76.9904825
Sunflag Hospital and Research Centre,"Sector-16A, Faridabad",Faridabad,Faridabad,Haryana,28.4061525,77.3178968
Maharaja Agrasen Institute of Medical Research and Education,Agroha,Agroha,Hisar,Haryana,29.3367051,75.6226273
"Haryana Blood Bank, Near Jindal Hospital","Model Town, Hisar",Hisar,Hisar,Haryana,29.1318909,75.7448406
Shiv Shakti Blood Bank,"Shiv Shakti Rakta data Samiti Circular Road, Balmiki Chowk, Sirsa.",Sirsa,Sirsa,Haryana,29.5365591,75.0221163
Prem Blood Bank,"A unit of Lala Harbhagwan Dass Memorial & Dr. Prem Hospital Pvt. Ltd., Bishan Saroop Colony, Opposite Bus Stand, Panipat.",Panipat,Panipat,Haryana,29.398644,76.966315
Kapisthal Blood Bank,"Plot No. 11, Rishi Nagar, Kaithal",Kaithal,Kaithal,Haryana,29.8134046,76.3971046
Diamond Blood bank,"LLP C/o Om Spero Hospital, 56 KM Stone, NH-2, Delhi Mathura Road, Palwal",Palwal,Palwal,Haryana,28.1195474,77.3318584
"Blood Bank, Pandit Ram Prakash Hospital and Kidney Centre","Civil Hospital Road, Karnal",Karnal,Karnal,Haryana,29.6957972,76.9925908
"National Blood Bank, Situated at Basement of Prem Munjal Hospital","Near Bus Stand, Rishi Nagar, Hisar",Hisar,Hisar,Haryana,29.1634448,75.7179243
Manglam Blood Bank,"N-139, Model Town, Jindal Hospital Road, Hisar",Hisar,Hisar,Haryana,29.1318909,75.7448406
"Gurgaon Blood Bank, Gurgaon",Gurgaon,Gurgaon,Gurgaon,Haryana,28.4520847,77.0077423
Save Life Blood Bank,"16, Jarnaily Colony, Opp.- General Hospital, Karnal",Karnal,Karnal,Haryana,29.6856929,76.9904825
Hisar Blood Bank,Hisar,Hisar,Hisar,Haryana,29.1310301,75.7655215
Pt. B. D. Sharma Post Graduate Institute of Medical Sciences (PGIMS),Rohtak,Rohtak,Rohtak,Haryana,28.8801261,76.6055682
Kurukshetra Blood Bank,"SCO-55-56, 1st Floor, Sector-17, Kurukshetra",Kurukshetra,Kurukshetra,Haryana,29.970016,76.838528
"Jagdambe Blood Bank, at Aggarwal Hospital","Kali Mandir Road, Bhatia Nagar,Tohana",Tohana,Fatehabad,Haryana,29.7155358,75.9008892
"Rewari Blood Bank, Rewari","Shree Krishna Medical and Social Welfare Society, 53-RL, Model Town, Rewari",Rewari,Rewari,Haryana,28.1877105,76.6169672
"Dr. Anant Ram Janta Hospital Blood Bank, Sciences","Barwala, Hisar",Hisar,Hisar,Haryana,29.3631962,75.9018185
City Blood Bank,Circular Road,Bhiwani,Bhiwani,Haryana,28.7927849,76.1458902
Shree MAA Blood Bank,"Jagadhri, Yamunanagar",Yamunanagar,Yamunanagar,Haryana,30.1476962,77.3043386
MM Institute of Medical Sciences and Research,Mulana,Ambala,Ambala,Haryana,30.2514059,77.0444609
"National Blood Bank, Kharab Hospital",Gohana Road,Jind,Jind,Haryana,29.3132886,76.3378287
Philadelphina Mission Hospital,NA,NA,NA,Haryana,30.3819345,76.7828573
Bharat Blood Bank,"467, D/4 Hotel West Colony, (A Project of Panipat Royal Jacees)",Panipat,Panipat,Haryana,29.3909464,76.9635023
Panipat Blood Bank,332-R Model Town,Panipat,Panipat,Haryana,29.3931277,76.9692603
Sanjeevani Blood Bank,"111, Near Railway Road, Sadar bazar, Ambala Cantt.",Ambala,Ambala,Haryana,30.3427233,76.8360536
Sonepat Blood Bank,Sonipat,Sonipat,Sonipat,Haryana,28.9915213,77.0345491
Sarvodaya Hospital,"Sector-19, Gopi Colony",Faridabad,Faridabad,Haryana,28.4222361,77.3167904
Cryo Banks,"International (India) Pvt. Ltd., 129, Pace City, Sector-37",Gurgaon,Gurgaon,Haryana,28.4377756,77.0095895
Kaisar Hospital,"Limited (New Name Alchemist Hospital Ltd., Sector-21",Panchkula,Panchkula,Haryana,30.6745927,76.8647413
Tohana Blood Bank,Tohana,Tohana,Tohana,Haryana,29.7154955,75.9008798
"Blood Bank, Bapu Maghar Singh Ji International, Blood Bank","Shah Satnam Singh Ji Speciality Hospital, Near Shah Satnam Singh Ji Dham",Sirsa,Sirsa,Haryana,29.4679136,75.0688665
QRG Central Hospital and Research Centre,"Plot No. 69, Sector-20 A, Near Neelam Fly Over, Ajronda Mathura Road",Faridabad,Faridabad,Haryana,28.3934789,77.3101664
Paras Health Care Pvt. Ltd.,"C-1, Sushant Lok City, Phase I",Gurgaon,Gurgaon,Haryana,28.450552,77.087571
"Sant Bhagat Ji, Maharaj Charitable Hospital",Faridabad,Faridabad,Faridabad,Haryana,28.3831128,77.302219
Artemis Medicare Services Ltd.,"Sector-51, Gurgaon",Gurgaon,Gurgaon,Haryana,28.4316377,77.0725389
General Hospital,Jhajjar,Jhajjhar,Jhajjhar,Haryana,28.60745,76.642927
General Hospital Blood Bank,"Room No. 16 Civil Hospital Blood Bank, Rewari",Rewari,Rewari,Haryana,28.2022162,76.6197902
Sarvodaya Hospital and Research Centre,"YMCA Road, Sector-8",Faridabad,Faridabad,Haryana,28.3678334,77.335979
The Medanta Blood Bank,Gurgaon,Gurgaon,Gurgaon,Haryana,28.4397339,77.0414433
Asian Institute of Medical Sciences,"Badkhal Flyover Road, Sector 21-A",Faridabad,Faridabad,Haryana,28.4262029,77.2998549
Metro Heart Institute with Multispecialty,"(A Unit of Metro Specialty Hospitals Pvt. Ltd.,) Sector-16A",Faridabad,Faridabad,Haryana,28.4060327,77.3180343
Alchemist Institute of Medical Sciences,"(A Unit of Alchemist Hospitals Ltd.,) Sector-53, Saraswati Kunj",Gurgaon,Gurgaon,Haryana,28.439229,77.102161
"SGT Medical College, Hospital and Research Institute","Budhera, Near Sultanpur Lake, Farukhnagar Road",Gurgaon,Gurgaon,Haryana,28.47841,76.902714
General Hospital,Fatehabad,Fatehabad,Fatehabad,Haryana,29.5090016,75.4463372
Unistem Biosciences Pvt. Ltd.,"Plot No. 62, Udyog Vihar, Phase-I",Gurgaon,Gurgaon,Haryana,28.514566,77.081688
Park Hospital,"( Unit of Park Medicentre & Institution Pvt. Ltd.) Q-I Block, South City-II, Phase-I",Gurgaon,Gurgaon,Haryana,28.4200022,77.0483791
Fortis Memorial Research Institute,"A unit of Fortis Health Management (North) Limited, Sector-44, Institutional Area",Gurgaon,Gurgaon,Haryana,28.4566496,77.072755
General Hospital,"Mandikhera,Mewat",Mewat,Mewat,Haryana,27.9001526,76.993775
Life Cell International Private Ltd.,"Plot No. 26, Sector-4, IMT",Manesar,Gurgaon,Haryana,28.368817,76.911348
"SHKM, Medical College","Shaheed Hasan Khan Mewati Government Medical College,Nalhar, Tehsil Nuh,Mewat",Mewat,Mewat,Haryana,28.0905482,76.9732531
"HIMS Blood Bank, HIMS Hospital","NH-152, Village-Ujhana, Ambala Road",Kaithal,Kaithal,Haryana,29.8447278,76.441366
General Hospital,"General Hospital, New Sohana Road, Palwal",Palwal,Palwal,Haryana,28.136086,77.3270238
Bhagat Phool Singh Medical College for Women,Khanpur Kalan,Khanpur Kalan,Sonipat,Haryana,29.1515865,76.8045633
"Gold Field Blood bank, Gold Field Hospital and Research Centre","Vill.- Chhainsa, Ballabgarh",Ballabgarh,Faridabad,Haryana,28.277082,77.454949
N.C. Medical College and Hospital,Panipat-Rohtak Road,Israna,Panipat,Haryana,29.2865992,76.8789762
Gangaputra Hospital and Research Centre Blood Bank,"Kaithal Road, Kandela",Kandela,Jind,Haryana,29.3781521,76.3366298
TotipotentRX Cell Therapy Pvt. Ltd.,"Fortis Memorial Research Institute, Sector-44",Gurgaon,Gurgaon,Haryana,28.4084502,77.070611
Medical College Blood Bank,PGIMS,Rohtak,Rohtak,Haryana,28.8801261,76.6055682
District Hospital Blood Bank,"E.S.I Hospital Blood Bank, Jagadhari",Yamunanagar,Yamunanagar,Haryana,30.1442003,77.3035435
General Hospital Blood Bank (Plateletapheresis),"General Hospital Blood Bank, Gurgaon",Gurgaon,Gurgaon,Haryana,28.4397339,77.0414433
District Hospital Blood Bank(Plateletapheresis),District Hospital Blood Bank,Panchkula,Panchkula,Haryana,30.6942091,76.860565
"Blood Bank, Hisar","MAMC, Agroha",Hisar,Agroha,Haryana,29.3366385,75.6224947
General Hospital Blood Bank,S.M.O RBTC General Hospital Blood Bank,Hisar,Hisar,Haryana,29.1491875,75.7216527
District Hospital Blood Bank,Mahendergarh,Mahendergarh,Mahendergarh,Haryana,28.2710192,76.1493891
Medicity Hospital Blood Bank,"Sector ? 38, Gurgaon, Haryana",Gurgaon,Gurgaon,Haryana,28.439053,77.040961
Dr RPGMC Tanda,Dr. Rajendra Prasad Medical College Tanda,Kangra,Kangra,Himachal Pradesh,32.0992042,76.2990403
IGMC Shimla,"Deptt. of BT & IH, IGMC Shimla,",Shimla,Shimla,Himachal Pradesh,31.1064901,77.1822518
CHC,"BMO-Block Medical Officer , Haroli, Una",Una,Una,Himachal Pradesh,31.4233852,76.2310463
Civil Hospital,"Rohru, Shimla",Shimla,Shimla,Himachal Pradesh,31.2012678,77.752342
District Hospital,Bilaspur,Bilaspur,Bilaspur,Himachal Pradesh,22.0742265,82.158401
District Hospital,Kullu.,Kullu,Kullu,Himachal Pradesh,31.9566725,77.1115458
District Hospital,Chamba,Chamba,Chamba,Himachal Pradesh,32.568119,76.1206821
District Hospital,Nahan,Nahan,Nahan,Himachal Pradesh,30.5626823,77.2930613
District Hospital,Solan.,Solan,Solan,Himachal Pradesh,30.9100633,77.0969773
District Hospital,Una,Una,Una,Himachal Pradesh,31.474426,76.271698
Deen Dayal Updhayay Hospital,DDU Complex,Shimla,Shimla,Himachal Pradesh,31.1037055,77.171295
Zonal Hospital,Z.H.Dharamshala,Kangra,Kangra,Himachal Pradesh,32.2131749,76.3194043
Kamla Nehru Hospital,Kamla Nehru Hospital,Shimla,Shimla,Himachal Pradesh,31.0966289,77.1752519
Zonal Hospital,Hamirpur,Hamirpur,Hamirpur,Himachal Pradesh,31.6799383,76.5273184
Netaji Subhash Chander Bose Zonal Hospital,"Z.H.Mandi,",Mandi,Mandi,Himachal Pradesh,31.7114564,76.9270145
Sub-Divisional Hospital,"Palanpur, District Kangra",Kangra,Kangra,Himachal Pradesh,32.1108599,76.5362526
Bhota Charitable Hospital,"Bhota, District Hamirpur",Hamirpur,Hamirpur,Himachal Pradesh,31.6092982,76.5697743
Mahatama Gandhi Medical Services,Shimla,Shimla,Shimla,Himachal Pradesh,31.0988587,77.1755873
Regional Hospital,RH.R/PeoKinnaur,Kinnaur,Kinnaur,Himachal Pradesh,31.539316,78.2670361
Military Hospital,Yol. Kangra,Kangra,Kangra,Himachal Pradesh,32.164762,76.195863
The Registrar Maharshi Markandeshwar University Maharshi Markendeshwar Medical College and Hospital,"LADO, Sultanpur Road, Kumarhatti, Solan",Solan,Solan,Himachal Pradesh,30.818098,77.0794706
Malhotra Super Speciality Hospital Blood Bank (A Unit of Malhotra Clinics Pvt Ltd,"SCO No. 8, Himuda Bhatoli Kalan, Opp.- Mahavir Spinning Mills, Baddi",Solan,Solan,Himachal Pradesh,30.948369,76.8323801
R.H. Bilaspur,R.H. Bilaspur,Bilaspur,Bilaspur,Himachal Pradesh,31.3357121,76.7652422
R.H. Chamba,R.H. Chamba,Chamba,Chamba,Himachal Pradesh,32.5533633,76.1258083
R.H. Hamirpur,R.H. Hamirpur,Hamirpur,Hamirpur,Himachal Pradesh,31.6861745,76.5213092
R.H. Kullu,R.H. Kullu,Kullu,Kullu,Himachal Pradesh,31.957851,77.1094597
R.H. Sirmour,R.H. Nahan,Sirmour,Sirmour,Himachal Pradesh,30.5599327,77.295483
R .H. Solan,R. H. Solan,Solan,Solan,Himachal Pradesh,30.9100633,77.0969773
R.H. Una,R.H. Una,Una,Una,Himachal Pradesh,31.4785791,76.2741605
"General Hospital, Blood Bank","150, General Hospital, Rajouri",NA,NA,Jammu and Kashmir,33.3716143,74.315191
Sainik Asptal Blood Bank,"166, Military Hospital, C/o 56 APO",NA,NA,Jammu and Kashmir,32.6951007,74.8413348
"SKIMS, Blood Bank","SKIMS, Soura, Srinagar",NA,NA,Jammu and Kashmir,34.1361402,74.8001468
SMHS Hospital Blood Bank,"SMHS Hospital, Karan Nagar, Srinagar",NA,NA,Jammu and Kashmir,34.08543,74.796705
Government Medical College & Hospital Blood Bank,"Government Medical College & Hospital, Mahesh Pura, Bakshi Nagar, Jammu",NA,NA,Jammu and Kashmir,32.7358776,74.8539324
SMGS Hospital,"Shalamar Road, Jammu",NA,NA,Jammu and Kashmir,32.7328647,74.8613726
Bee Enn General Hospital Blood Bank,"Bee Enn General Hospital, Talab Tillo, Jammu",NA,NA,Jammu and Kashmir,32.7300336,74.8409147
"District Hospital, Command Hospital Blood Bank","Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",NA,NA,Jammu and Kashmir,32.9199212,75.1328319
92 Base Hospital Blood Bank,"92 Base Hospital, C/o 56 APO, Badami Bagh, Srinagar",NA,NA,Jammu and Kashmir,34.0659054,74.8561958
District Hospital Blood Bank,"District Hospital, Kathua",NA,Kathua,Jammu and Kashmir,32.3908155,75.5252016
District Hospital Blood Bank,"District Hospital, Udhampur",NA,NA,Jammu and Kashmir,32.9199212,75.1328319
District Hospital Blood Bank,"District Hospital, Doda",NA,Doda,Jammu and Kashmir,33.1457497,75.5480491
Acharya Shri Chander College of Medical Sciences and Hospital Blood Bank,"Acharya Shri Chander College of Medical Sciences and Hospital, Sidhra, Jammu",NA,NA,Jammu and Kashmir,32.7238262,74.739368
General Hospital Blood Bank,"153, General Hospital, C/o 56 APO, Leh Ladakh",NA,NA,Jammu and Kashmir,34.1525864,77.5770535
Government Hospital Blood Bank,"Government Hospital, Gandhi Nagar, Jammu",NA,NA,Jammu and Kashmir,32.705216,74.860034
Government Hospital Blood Bank,"Government Hospital, Rajouri",NA,NA,Jammu and Kashmir,33.3716143,74.315191
SNM Hospital Blood Bank,"SNM Hospital, Leh",NA,NA,Jammu and Kashmir,34.1537938,77.5802103
Emergency Hospital Blood Bank,"Emergency Hospital, Ramban",NA,NA,Jammu and Kashmir,33.2427243,75.2391588
Lal Ded Hospital Blood Bank,"Srinagar Gpo, Srinagar",NA,Srinagar,Jammu and Kashmir,34.0671261,74.8054992
District Hospital Blood Bank,"District Hospital, Budgam",NA,NA,Jammu and Kashmir,33.9348549,74.6400432
District Hospital Blood Bank,"District Hospital, Baramulla",NA,NA,Jammu and Kashmir,34.0643183,74.4273959
District Hospital Blood Bank,"District Hospital, Pulwama",NA,NA,Jammu and Kashmir,33.8784148,74.899898
"District Hospital, Kargil Ladakh Kashmir Division","District Hospital, Kargil Ladakh Kashmir Division, Jammu & Kashmir",NA,Kargil,Jammu and Kashmir,34.5592513,76.1248738
District Hospital,"District Hospital, Poonch",NA,Poonch,Jammu and Kashmir,33.7722938,74.0980625
District Hospital Blood Bank,"District- Hospital, Anantnag",NA,Anantnag,Jammu and Kashmir,33.7253569,75.153155
Sub-District Hospital Blood Bank,"Sub-District Hospital, Chadoora, District- Budgam",NA,NA,Jammu and Kashmir,33.9451416,74.7966079
District Hospital Blood Bank,"District Hospital, Handwara, Kupwara",NA,Kupwara,Jammu and Kashmir,34.3969591,74.2843641
District Hospital Blood bank,"District Hospital, Kulgam",NA,NA,Jammu and Kashmir,33.6453047,75.0267184
Government Bone & Joint Surgery Hospital Blood Bank,"Government Bone & Joint Surgery Hospital, Barzulla, Srinagar",NA,NA,Jammu and Kashmir,34.0520405,74.7973393
Jawahar Lal Nehru Memorial Hospital,"Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar",NA,NA,Jammu and Kashmir,34.0977591,74.821652
District Hospital,Kishtwar,NA,NA,Jammu and Kashmir,33.3151243,75.7694114
District Hospital,"Leh, Ladakh",NA,Ladakh,Jammu and Kashmir,34.1534817,77.5806212
District Hospital,Ramban,NA,NA,Jammu and Kashmir,33.2420569,75.2392611
District Hospital,Rajouri,NA,Rajouri,Jammu and Kashmir,33.3878401,74.3156175
District Hospital,Samba,NA,NA,Jammu and Kashmir,32.5605136,75.1209122
District Hospital,Shopian,NA,NA,Jammu and Kashmir,33.7207345,74.8350799
District Hospital,Ganderbal,NA,NA,Jammu and Kashmir,34.2099212,74.7769189
Ispat Hospital,"Mecon (I) Ltd., Shyamli Colony, Doranda, Ranchi",Ranchi,Ranchi,Jharkhand,23.3384107,85.3069732
Indian Red Cross Society Blood Bank,"Red Cross Building, Morabadi maidan",NA,NA,Jharkhand,23.3883108,85.3280314
Plant Hospital,"Heavy Engineering Corporation Ltd., Dhurwa",Ranchi,Ranchi,Jharkhand,23.333996,85.300802
CCL Hospital,"C.C.L. Hospital, Gandhi Nagar, Kanke Road",Ranchi,Ranchi,Jharkhand,23.4083538,85.3210131
Central Hospital,"Naisarai,C.C.L.",Ramgarh,Ramgarh Cantonment,Jharkhand,23.6478955,85.5108344
Bokaro General Hospital Blood Bank,"Bokaro General Hospital, Sector -4,Bokaro Steel City",Bokaro,Bokaro,Jharkhand,23.674305,86.1456569
Birsha Blood Bank,"Dr. P.N. Jaiswal Road, Bariatu",Bariatu,Bariatu,Jharkhand,23.3972234,85.357311
Abdur Razzaque Ansari,Memorial Weaver?s Hospital (Apollo Hospital Group)Blood banl,Irba,Irba,Jharkhand,23.4499865,85.4391605
Sadar Hospital,"Sadar Hospital Simdega, Simdega",Simdega,Simdega,Jharkhand,22.6149779,84.5028825
Guru Nanak Hospital and Research Centre Blood Bank Unit,Station Road,NA,NA,Jharkhand,23.34985,85.3300189
Sadar Hospital,"Sadar Hospital Campus, Gumla",Gumla,Gumla,Jharkhand,23.0441295,84.5379455
Sadar Hospital,NA,NA,NA,Jharkhand,23.3688935,85.3258143
Sadar Hospital,Near Town Hall,Dumka,Dumka,Jharkhand,24.2771391,87.2742678
Sadar Hospital Blood Bank,NA,NA,NA,Jharkhand,22.5505044,85.8048171
Sadar Hospital Blood Bank,"Sadar Hospital Campus, Palamau",Palamau,Daltonganj,Jharkhand,24.0451098,84.0607594
Central Hospital Blood Bank,"BCCL, Jagjiwan Nagar",NA,NA,Jharkhand,23.8055965,86.4501695
Sadar Hospital,NA,NA,NA,Jharkhand,23.3688935,85.3258143
M.G.M. Medical College and Hospital,Jamshedpur,Jamshedpur,Jamshedpur,Jharkhand,22.843664,86.232396
Sub-Divisional Hospital Blood Bank,"Sadar Hospital Campus, Latehar",Latehar,Latehar,Jharkhand,23.7432145,84.5081355
Patliputra Medical College Hospital,Saraidhela campus,Saraidhela,Saraidhela,Jharkhand,23.8086527,86.4624047
SAI Hospital Blood Bank,"Sector-IV,Bokaro Steel City",Bokaro,Bokaro,Jharkhand,23.6663851,86.1464676
Military Hospital,Ramgarh Cantt,Ramgarh,Ramgarh,Jharkhand,23.6252115,85.5161727
Gua Hospital,"IISCO, Gua",Gua,Gua,Jharkhand,22.2107979,85.3830546
Blood Transfusion Unit,"TISCO Hospital, Noamundi",East Singhbhum,Noamundi,Jharkhand,22.1470842,85.4939334
Archi Jharkhand Blood Bank,"Buxi Compound, Avenue Road, Near Dr. J. Sharan",Bariatu,Bariatu,Jharkhand,23.390438,85.346721
Sadar Hospital,"Sadar Hospital Campus, Chaibasa",West Singhbhum,Chaibasa,Jharkhand,22.5505168,85.8054811
Sadar Hospital Blood Bank,NA,NA,NA,Jharkhand,22.5505044,85.8048171
Sadar Hospital Blood Bank,NA,NA,NA,Jharkhand,22.5505044,85.8048171
Kiriburu General Hospital,Kiriburu,West Singhbhum,West Singhbhum,Jharkhand,22.1071,85.2941263
Seventh Day Adventist Hospital Blood Bank,Bariatu Road,Ranchi,Ranchi,Jharkhand,23.395757,85.351652
State- of- Art Model Blood Bank,"Rajendra Institute of Medical Sciences, Bariatu Road",Ranchi,Bariatu,Jharkhand,23.390344,85.348552
Nagarmal Modi Seva Sadan Hospital,Upper Bajar Lake Road,NA,NA,Jharkhand,23.3709147,85.3173013
Military Hospital Blood Bank,Namkum,Ranchi,Ranchi,Jharkhand,23.349933,85.3804773
K. M. Memorial Hospital Blood Bank,"Chas, Bokaro Steel City",Bokaro,Bokaro,Jharkhand,23.6330541,86.1734452
Jharkhand Blood Bank,"Bariatu, Ranchi",Ranchi,Ranchi,Jharkhand,23.395757,85.351652
Jamshedpur Blood Bank,"Jamshedpur Blood Bank, Stocking Road, Northern Town. Bistupur",Jamshedpur,Jamshedpur,Jharkhand,22.8042546,86.1812552
Kidney Hospital and Urology Centre,Radium Road,Ranchi,Ranchi,Jharkhand,23.379746,85.324735
Dhanbad S.N. Chokrabarty Memorial Nursing Home,"Debraj Complex, 3rd Floor",Dhanbad,Dhanbad,Jharkhand,23.781238,86.413028
Rinchi Trust Hospital Blood bank,"Kathal More, Itki Road",Ranchi,Ranchi,Jharkhand,23.3635403,85.2491131
Indian Red Cross Society Blood Bank,"Indian Red Cross Society (IRCS), Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Near Circuit House, Sector 1 B,Bokaro Steel City",Bokaro,Bokaro,Jharkhand,23.645651,86.1517857
Apurva Hospital and Research Centre,"Sweta, Ranchi Road, P.O.-Marar, Ramgarh, Canttt.",Ramgarh,Ramgarh,Jharkhand,23.6715965,85.5071604
Sadar Hospital,Sahebganj,Sahebganj,Sahebganj,Jharkhand,25.2358322,87.6342162
Sartaj Blood Bank,"508/C, Sudarshan Building, P.P. Compound",NA,NA,Jharkhand,23.3540634,85.3233346
